microtime,millitime,numrecords,cptr
40560,41,1013,0x70003F50
40600,41,1014,0x70003F60
40640,41,1015,0x70003F70
40680,41,1016,0x70003F80
40720,41,1017,0x70003F90
40760,41,1018,0x70003FA0
40800,41,1019,0x70003FB0
40840,41,1020,0x70003FC0
40880,41,1021,0x70003FD0
40920,41,1022,0x70003FE0
40960,41,1023,0x70003FF0
41000,41,1024,0x70004000
41040,41,1025,0x70004010
41080,41,1026,0x70004020
41120,41,1027,0x70004030
41160,41,1028,0x70004040
41200,41,1029,0x70004050
41240,41,1030,0x70004060
41280,41,1031,0x70004070
41320,41,1032,0x70004080
41360,41,1033,0x70004090
41400,41,1034,0x700040A0
41440,41,1035,0x700040B0
41480,42,1036,0x700040C0
41520,42,1037,0x700040D0
41560,42,1038,0x700040E0
41600,42,1039,0x700040F0
41640,42,1040,0x70004100
41680,42,1041,0x70004110
41720,42,1042,0x70004120
41760,42,1043,0x70004130
41800,42,1044,0x70004140
41840,42,1045,0x70004150
41880,42,1046,0x70004160
41920,42,1047,0x70004170
41960,42,1048,0x70004180
42000,42,1049,0x70004190
42040,42,1050,0x700041A0
42080,42,1051,0x700041B0
42120,42,1052,0x700041C0
42160,42,1053,0x700041D0
42200,42,1054,0x700041E0
42240,42,1055,0x700041F0
42280,42,1056,0x70004200
42320,42,1057,0x70004210
42360,42,1058,0x70004220
42400,42,1059,0x70004230
42440,42,1060,0x70004240
42480,43,1061,0x70004250
42520,43,1062,0x70004260
42560,43,1063,0x70004270
42600,43,1064,0x70004280
42640,43,1065,0x70004290
42680,43,1066,0x700042A0
42720,43,1067,0x700042B0
42760,43,1068,0x700042C0
42800,43,1069,0x700042D0
42840,43,1070,0x700042E0
42880,43,1071,0x700042F0
42920,43,1072,0x70004300
42960,43,1073,0x70004310
43000,43,1074,0x70004320
43040,43,1075,0x70004330
43080,43,1076,0x70004340
43120,43,1077,0x70004350
43160,43,1078,0x70004360
43200,43,1079,0x70004370
43240,43,1080,0x70004380
43280,43,1081,0x70004390
43320,43,1082,0x700043A0
43360,43,1083,0x700043B0
43400,43,1084,0x700043C0
43440,43,1085,0x700043D0
43480,44,1086,0x700043E0
43520,44,1087,0x700043F0
43560,44,1088,0x70004400
43600,44,1089,0x70004410
43640,44,1090,0x70004420
43680,44,1091,0x70004430
43720,44,1092,0x70004440
43760,44,1093,0x70004450
43800,44,1094,0x70004460
43840,44,1095,0x70004470
43880,44,1096,0x70004480
43920,44,1097,0x70004490
43960,44,1098,0x700044A0
44000,44,1099,0x700044B0
44040,44,1100,0x700044C0
44080,44,1101,0x700044D0
44120,44,1102,0x700044E0
44160,44,1103,0x700044F0
44200,44,1104,0x70004500
44240,44,1105,0x70004510
44280,44,1106,0x70004520
44320,44,1107,0x70004530
44360,44,1108,0x70004540
44400,44,1109,0x70004550
44440,44,1110,0x70004560
44480,45,1111,0x70004570
44520,45,1112,0x70004580
44560,45,1113,0x70004590
44600,45,1114,0x700045A0
44640,45,1115,0x700045B0
44680,45,1116,0x700045C0
44720,45,1117,0x700045D0
44760,45,1118,0x700045E0
44800,45,1119,0x700045F0
44840,45,1120,0x70004600
44880,45,1121,0x70004610
44920,45,1122,0x70004620
44960,45,1123,0x70004630
45000,45,1124,0x70004640
45040,45,1125,0x70004650
45080,45,1126,0x70004660
45120,45,1127,0x70004670
45160,45,1128,0x70004680
45200,45,1129,0x70004690
45240,45,1130,0x700046A0
45280,45,1131,0x700046B0
45320,45,1132,0x700046C0
45360,45,1133,0x700046D0
45400,45,1134,0x700046E0
45440,45,1135,0x700046F0
45480,46,1136,0x70004700
45520,46,1137,0x70004710
45560,46,1138,0x70004720
45600,46,1139,0x70004730
45640,46,1140,0x70004740
45680,46,1141,0x70004750
45720,46,1142,0x70004760
45760,46,1143,0x70004770
45800,46,1144,0x70004780
45840,46,1145,0x70004790
45880,46,1146,0x700047A0
45920,46,1147,0x700047B0
45960,46,1148,0x700047C0
46000,46,1149,0x700047D0
46040,46,1150,0x700047E0
46080,46,1151,0x700047F0
46120,46,1152,0x70004800
46160,46,1153,0x70004810
46200,46,1154,0x70004820
46240,46,1155,0x70004830
46280,46,1156,0x70004840
46320,46,1157,0x70004850
46360,46,1158,0x70004860
46400,46,1159,0x70004870
46440,46,1160,0x70004880
46480,47,1161,0x70004890
46520,47,1162,0x700048A0
46560,47,1163,0x700048B0
46600,47,1164,0x700048C0
46640,47,1165,0x700048D0
46680,47,1166,0x700048E0
46720,47,1167,0x700048F0
46760,47,1168,0x70004900
46800,47,1169,0x70004910
46840,47,1170,0x70004920
46880,47,1171,0x70004930
46920,47,1172,0x70004940
46960,47,1173,0x70004950
47000,47,1174,0x70004960
47040,47,1175,0x70004970
47080,47,1176,0x70004980
47120,47,1177,0x70004990
47160,47,1178,0x700049A0
47200,47,1179,0x700049B0
47240,47,1180,0x700049C0
47280,47,1181,0x700049D0
47320,47,1182,0x700049E0
47360,47,1183,0x700049F0
47400,47,1184,0x70004A00
47440,47,1185,0x70004A10
47480,48,1186,0x70004A20
47520,48,1187,0x70004A30
47560,48,1188,0x70004A40
47600,48,1189,0x70004A50
47640,48,1190,0x70004A60
47680,48,1191,0x70004A70
47720,48,1192,0x70004A80
47760,48,1193,0x70004A90
47800,48,1194,0x70004AA0
47840,48,1195,0x70004AB0
47880,48,1196,0x70004AC0
47920,48,1197,0x70004AD0
47960,48,1198,0x70004AE0
48000,48,1199,0x70004AF0
48040,48,1200,0x70004B00
48080,48,1201,0x70004B10
48120,48,1202,0x70004B20
48160,48,1203,0x70004B30
48200,48,1204,0x70004B40
48240,48,1205,0x70004B50
48280,48,1206,0x70004B60
48320,48,1207,0x70004B70
48360,48,1208,0x70004B80
48400,48,1209,0x70004B90
48440,48,1210,0x70004BA0
48480,49,1211,0x70004BB0
48520,49,1212,0x70004BC0
48560,49,1213,0x70004BD0
48600,49,1214,0x70004BE0
48640,49,1215,0x70004BF0
48680,49,1216,0x70004C00
48720,49,1217,0x70004C10
48760,49,1218,0x70004C20
48800,49,1219,0x70004C30
48840,49,1220,0x70004C40
48880,49,1221,0x70004C50
48920,49,1222,0x70004C60
48960,49,1223,0x70004C70
49000,49,1224,0x70004C80
49040,49,1225,0x70004C90
49080,49,1226,0x70004CA0
49120,49,1227,0x70004CB0
49160,49,1228,0x70004CC0
49200,49,1229,0x70004CD0
49240,49,1230,0x70004CE0
49280,49,1231,0x70004CF0
49320,49,1232,0x70004D00
49360,49,1233,0x70004D10
49400,49,1234,0x70004D20
49440,49,1235,0x70004D30
49480,50,1236,0x70004D40
49520,50,1237,0x70004D50
49560,50,1238,0x70004D60
49600,50,1239,0x70004D70
49640,50,1240,0x70004D80
49680,50,1241,0x70004D90
49720,50,1242,0x70004DA0
49760,50,1243,0x70004DB0
49800,50,1244,0x70004DC0
49840,50,1245,0x70004DD0
49880,50,1246,0x70004DE0
49920,50,1247,0x70004DF0
49960,50,1248,0x70004E00
50000,50,1249,0x70004E10
50040,50,1250,0x70004E20
50080,50,1251,0x70004E30
50120,50,1252,0x70004E40
50160,50,1253,0x70004E50
50200,50,1254,0x70004E60
50240,50,1255,0x70004E70
50280,50,1256,0x70004E80
50320,50,1257,0x70004E90
50360,50,1258,0x70004EA0
50400,50,1259,0x70004EB0
50440,50,1260,0x70004EC0
50480,51,1261,0x70004ED0
50520,51,1262,0x70004EE0
50560,51,1263,0x70004EF0
50600,51,1264,0x70004F00
50640,51,1265,0x70004F10
50680,51,1266,0x70004F20
50720,51,1267,0x70004F30
50760,51,1268,0x70004F40
50800,51,1269,0x70004F50
50840,51,1270,0x70004F60
50880,51,1271,0x70004F70
50920,51,1272,0x70004F80
50960,51,1273,0x70004F90
51000,51,1274,0x70004FA0
51040,51,1275,0x70004FB0
51080,51,1276,0x70004FC0
51120,51,1277,0x70004FD0
51160,51,1278,0x70004FE0
51200,51,1279,0x70004FF0
51240,51,1280,0x70005000
51280,51,1281,0x70005010
51320,51,1282,0x70005020
51360,51,1283,0x70005030
51400,51,1284,0x70005040
51440,51,1285,0x70005050
51480,52,1286,0x70005060
51520,52,1287,0x70005070
51560,52,1288,0x70005080
51600,52,1289,0x70005090
51640,52,1290,0x700050A0
51680,52,1291,0x700050B0
51720,52,1292,0x700050C0
51760,52,1293,0x700050D0
51800,52,1294,0x700050E0
51840,52,1295,0x700050F0
51880,52,1296,0x70005100
51920,52,1297,0x70005110
51960,52,1298,0x70005120
52000,52,1299,0x70005130
52040,52,1300,0x70005140
52080,52,1301,0x70005150
52120,52,1302,0x70005160
52160,52,1303,0x70005170
52200,52,1304,0x70005180
52240,52,1305,0x70005190
52280,52,1306,0x700051A0
52320,52,1307,0x700051B0
52360,52,1308,0x700051C0
52400,52,1309,0x700051D0
52440,52,1310,0x700051E0
52480,53,1311,0x700051F0
52520,53,1312,0x70005200
52560,53,1313,0x70005210
52600,53,1314,0x70005220
52640,53,1315,0x70005230
52680,53,1316,0x70005240
52720,53,1317,0x70005250
52760,53,1318,0x70005260
52800,53,1319,0x70005270
52840,53,1320,0x70005280
52880,53,1321,0x70005290
52920,53,1322,0x700052A0
52960,53,1323,0x700052B0
53000,53,1324,0x700052C0
53040,53,1325,0x700052D0
53080,53,1326,0x700052E0
53120,53,1327,0x700052F0
53160,53,1328,0x70005300
53200,53,1329,0x70005310
53240,53,1330,0x70005320
53280,53,1331,0x70005330
53320,53,1332,0x70005340
53360,53,1333,0x70005350
53400,53,1334,0x70005360
53440,53,1335,0x70005370
53480,54,1336,0x70005380
53520,54,1337,0x70005390
53560,54,1338,0x700053A0
53600,54,1339,0x700053B0
53640,54,1340,0x700053C0
53680,54,1341,0x700053D0
53720,54,1342,0x700053E0
53760,54,1343,0x700053F0
53800,54,1344,0x70005400
53840,54,1345,0x70005410
53880,54,1346,0x70005420
53920,54,1347,0x70005430
53960,54,1348,0x70005440
54000,54,1349,0x70005450
54040,54,1350,0x70005460
54080,54,1351,0x70005470
54120,54,1352,0x70005480
54160,54,1353,0x70005490
54200,54,1354,0x700054A0
54240,54,1355,0x700054B0
54280,54,1356,0x700054C0
54320,54,1357,0x700054D0
54360,54,1358,0x700054E0
54400,54,1359,0x700054F0
54440,54,1360,0x70005500
54480,55,1361,0x70005510
54520,55,1362,0x70005520
54560,55,1363,0x70005530
54600,55,1364,0x70005540
54640,55,1365,0x70005550
54680,55,1366,0x70005560
54720,55,1367,0x70005570
54760,55,1368,0x70005580
54800,55,1369,0x70005590
54840,55,1370,0x700055A0
54880,55,1371,0x700055B0
54920,55,1372,0x700055C0
54960,55,1373,0x700055D0
55000,55,1374,0x700055E0
55040,55,1375,0x700055F0
55080,55,1376,0x70005600
55120,55,1377,0x70005610
55160,55,1378,0x70005620
55200,55,1379,0x70005630
55240,55,1380,0x70005640
55280,55,1381,0x70005650
55320,55,1382,0x70005660
55360,55,1383,0x70005670
55400,55,1384,0x70005680
55440,55,1385,0x70005690
55480,56,1386,0x700056A0
55520,56,1387,0x700056B0
55560,56,1388,0x700056C0
55600,56,1389,0x700056D0
55640,56,1390,0x700056E0
55680,56,1391,0x700056F0
55720,56,1392,0x70005700
55760,56,1393,0x70005710
55800,56,1394,0x70005720
55840,56,1395,0x70005730
55880,56,1396,0x70005740
55920,56,1397,0x70005750
55960,56,1398,0x70005760
56000,56,1399,0x70005770
56040,56,1400,0x70005780
56080,56,1401,0x70005790
56120,56,1402,0x700057A0
56160,56,1403,0x700057B0
56200,56,1404,0x700057C0
56240,56,1405,0x700057D0
56280,56,1406,0x700057E0
56320,56,1407,0x700057F0
56360,56,1408,0x70005800
56400,56,1409,0x70005810
56440,56,1410,0x70005820
56480,57,1411,0x70005830
56520,57,1412,0x70005840
56560,57,1413,0x70005850
56600,57,1414,0x70005860
56640,57,1415,0x70005870
56680,57,1416,0x70005880
56720,57,1417,0x70005890
56760,57,1418,0x700058A0
56800,57,1419,0x700058B0
56840,57,1420,0x700058C0
56880,57,1421,0x700058D0
56920,57,1422,0x700058E0
56960,57,1423,0x700058F0
57000,57,1424,0x70005900
57040,57,1425,0x70005910
57080,57,1426,0x70005920
57120,57,1427,0x70005930
57160,57,1428,0x70005940
57200,57,1429,0x70005950
57240,57,1430,0x70005960
57280,57,1431,0x70005970
57320,57,1432,0x70005980
57360,57,1433,0x70005990
57400,57,1434,0x700059A0
57440,57,1435,0x700059B0
57480,58,1436,0x700059C0
57520,58,1437,0x700059D0
57560,58,1438,0x700059E0
57600,58,1439,0x700059F0
57640,58,1440,0x70005A00
57680,58,1441,0x70005A10
57720,58,1442,0x70005A20
57760,58,1443,0x70005A30
57800,58,1444,0x70005A40
57840,58,1445,0x70005A50
57880,58,1446,0x70005A60
57920,58,1447,0x70005A70
57960,58,1448,0x70005A80
58000,58,1449,0x70005A90
58040,58,1450,0x70005AA0
58080,58,1451,0x70005AB0
58120,58,1452,0x70005AC0
58160,58,1453,0x70005AD0
58200,58,1454,0x70005AE0
58240,58,1455,0x70005AF0
58280,58,1456,0x70005B00
58320,58,1457,0x70005B10
58360,58,1458,0x70005B20
58400,58,1459,0x70005B30
58440,58,1460,0x70005B40
58480,59,1461,0x70005B50
58520,59,1462,0x70005B60
58560,59,1463,0x70005B70
58600,59,1464,0x70005B80
58640,59,1465,0x70005B90
58680,59,1466,0x70005BA0
58720,59,1467,0x70005BB0
58760,59,1468,0x70005BC0
58800,59,1469,0x70005BD0
58840,59,1470,0x70005BE0
58880,59,1471,0x70005BF0
58920,59,1472,0x70005C00
58960,59,1473,0x70005C10
59000,59,1474,0x70005C20
59040,59,1475,0x70005C30
59080,59,1476,0x70005C40
59120,59,1477,0x70005C50
59160,59,1478,0x70005C60
59200,59,1479,0x70005C70
59240,59,1480,0x70005C80
59280,59,1481,0x70005C90
59320,59,1482,0x70005CA0
59360,59,1483,0x70005CB0
59400,59,1484,0x70005CC0
59440,59,1485,0x70005CD0
59480,60,1486,0x70005CE0
59520,60,1487,0x70005CF0
59560,60,1488,0x70005D00
59600,60,1489,0x70005D10
59640,60,1490,0x70005D20
59680,60,1491,0x70005D30
59720,60,1492,0x70005D40
59760,60,1493,0x70005D50
59800,60,1494,0x70005D60
59840,60,1495,0x70005D70
59880,60,1496,0x70005D80
59920,60,1497,0x70005D90
59960,60,1498,0x70005DA0
60000,60,1499,0x70005DB0
60040,60,1500,0x70005DC0
60080,60,1501,0x70005DD0
60120,60,1502,0x70005DE0
60160,60,1503,0x70005DF0
60200,60,1504,0x70005E00
60240,60,1505,0x70005E10
60280,60,1506,0x70005E20
60320,60,1507,0x70005E30
60360,60,1508,0x70005E40
60400,60,1509,0x70005E50
60440,60,1510,0x70005E60
60480,61,1511,0x70005E70
60520,61,1512,0x70005E80
60560,61,1513,0x70005E90
60600,61,1514,0x70005EA0
60640,61,1515,0x70005EB0
60680,61,1516,0x70005EC0
60720,61,1517,0x70005ED0
60760,61,1518,0x70005EE0
60800,61,1519,0x70005EF0
60840,61,1520,0x70005F00
60880,61,1521,0x70005F10
60920,61,1522,0x70005F20
60960,61,1523,0x70005F30
61000,61,1524,0x70005F40
61040,61,1525,0x70005F50
61080,61,1526,0x70005F60
61120,61,1527,0x70005F70
61160,61,1528,0x70005F80
61200,61,1529,0x70005F90
61240,61,1530,0x70005FA0
61280,61,1531,0x70005FB0
61320,61,1532,0x70005FC0
61360,61,1533,0x70005FD0
61400,61,1534,0x70005FE0
61440,61,1535,0x70005FF0
61480,62,1536,0x70006000
61520,62,1537,0x70006010
61560,62,1538,0x70006020
61600,62,1539,0x70006030
61640,62,1540,0x70006040
61680,62,1541,0x70006050
61720,62,1542,0x70006060
61760,62,1543,0x70006070
61800,62,1544,0x70006080
61840,62,1545,0x70006090
61880,62,1546,0x700060A0
61920,62,1547,0x700060B0
61960,62,1548,0x700060C0
62000,62,1549,0x700060D0
62040,62,1550,0x700060E0
62080,62,1551,0x700060F0
62120,62,1552,0x70006100
62160,62,1553,0x70006110
62200,62,1554,0x70006120
62240,62,1555,0x70006130
62280,62,1556,0x70006140
62320,62,1557,0x70006150
62360,62,1558,0x70006160
62400,62,1559,0x70006170
62440,62,1560,0x70006180
62480,63,1561,0x70006190
62520,63,1562,0x700061A0
62560,63,1563,0x700061B0
62600,63,1564,0x700061C0
62640,63,1565,0x700061D0
62680,63,1566,0x700061E0
62720,63,1567,0x700061F0
62760,63,1568,0x70006200
62800,63,1569,0x70006210
62840,63,1570,0x70006220
62880,63,1571,0x70006230
62920,63,1572,0x70006240
62960,63,1573,0x70006250
63000,63,1574,0x70006260
63040,63,1575,0x70006270
63080,63,1576,0x70006280
63120,63,1577,0x70006290
63160,63,1578,0x700062A0
63200,63,1579,0x700062B0
63240,63,1580,0x700062C0
63280,63,1581,0x700062D0
63320,63,1582,0x700062E0
63360,63,1583,0x700062F0
63400,63,1584,0x70006300
63440,63,1585,0x70006310
63480,64,1586,0x70006320
63520,64,1587,0x70006330
63560,64,1588,0x70006340
63600,64,1589,0x70006350
63640,64,1590,0x70006360
63680,64,1591,0x70006370
63720,64,1592,0x70006380
63760,64,1593,0x70006390
63800,64,1594,0x700063A0
63840,64,1595,0x700063B0
63880,64,1596,0x700063C0
63920,64,1597,0x700063D0
63960,64,1598,0x700063E0
64000,64,1599,0x700063F0
64040,64,1600,0x70006400
64080,64,1601,0x70006410
64120,64,1602,0x70006420
64160,64,1603,0x70006430
64200,64,1604,0x70006440
64240,64,1605,0x70006450
64280,64,1606,0x70006460
64320,64,1607,0x70006470
64360,64,1608,0x70006480
64400,64,1609,0x70006490
64440,64,1610,0x700064A0
64480,65,1611,0x700064B0
64520,65,1612,0x700064C0
64560,65,1613,0x700064D0
64600,65,1614,0x700064E0
64640,65,1615,0x700064F0
64680,65,1616,0x70006500
64720,65,1617,0x70006510
64760,65,1618,0x70006520
64800,65,1619,0x70006530
64840,65,1620,0x70006540
64880,65,1621,0x70006550
64920,65,1622,0x70006560
64960,65,1623,0x70006570
65000,65,1624,0x70006580
65040,65,1625,0x70006590
65080,65,1626,0x700065A0
65120,65,1627,0x700065B0
65160,65,1628,0x700065C0
65200,65,1629,0x700065D0
65240,65,1630,0x700065E0
65280,65,1631,0x700065F0
65320,65,1632,0x70006600
65360,65,1633,0x70006610
65400,65,1634,0x70006620
65440,65,1635,0x70006630
65480,66,1636,0x70006640
65520,66,1637,0x70006650
65560,66,1638,0x70006660
65600,66,1639,0x70006670
65640,66,1640,0x70006680
65680,66,1641,0x70006690
65720,66,1642,0x700066A0
65760,66,1643,0x700066B0
65800,66,1644,0x700066C0
65840,66,1645,0x700066D0
65880,66,1646,0x700066E0
65920,66,1647,0x700066F0
65960,66,1648,0x70006700
66000,66,1649,0x70006710
66040,66,1650,0x70006720
66080,66,1651,0x70006730
66120,66,1652,0x70006740
66160,66,1653,0x70006750
66200,66,1654,0x70006760
66240,66,1655,0x70006770
66280,66,1656,0x70006780
66320,66,1657,0x70006790
66360,66,1658,0x700067A0
66400,66,1659,0x700067B0
66440,66,1660,0x700067C0
66480,67,1661,0x700067D0
66520,67,1662,0x700067E0
66560,67,1663,0x700067F0
66600,67,1664,0x70006800
66640,67,1665,0x70006810
66680,67,1666,0x70006820
66720,67,1667,0x70006830
66760,67,1668,0x70006840
66800,67,1669,0x70006850
66840,67,1670,0x70006860
66880,67,1671,0x70006870
66920,67,1672,0x70006880
66960,67,1673,0x70006890
67000,67,1674,0x700068A0
67040,67,1675,0x700068B0
67080,67,1676,0x700068C0
67120,67,1677,0x700068D0
67160,67,1678,0x700068E0
67200,67,1679,0x700068F0
67240,67,1680,0x70006900
67280,67,1681,0x70006910
67320,67,1682,0x70006920
67360,67,1683,0x70006930
67400,67,1684,0x70006940
67440,67,1685,0x70006950
67480,68,1686,0x70006960
67520,68,1687,0x70006970
67560,68,1688,0x70006980
67600,68,1689,0x70006990
67640,68,1690,0x700069A0
67680,68,1691,0x700069B0
67720,68,1692,0x700069C0
67760,68,1693,0x700069D0
67800,68,1694,0x700069E0
67840,68,1695,0x700069F0
67880,68,1696,0x70006A00
67920,68,1697,0x70006A10
67960,68,1698,0x70006A20
68000,68,1699,0x70006A30
68040,68,1700,0x70006A40
68080,68,1701,0x70006A50
68120,68,1702,0x70006A60
68160,68,1703,0x70006A70
68200,68,1704,0x70006A80
68240,68,1705,0x70006A90
68280,68,1706,0x70006AA0
68320,68,1707,0x70006AB0
68360,68,1708,0x70006AC0
68400,68,1709,0x70006AD0
68440,68,1710,0x70006AE0
68480,69,1711,0x70006AF0
68520,69,1712,0x70006B00
68560,69,1713,0x70006B10
68600,69,1714,0x70006B20
68640,69,1715,0x70006B30
68680,69,1716,0x70006B40
68720,69,1717,0x70006B50
68760,69,1718,0x70006B60
68800,69,1719,0x70006B70
68840,69,1720,0x70006B80
68880,69,1721,0x70006B90
68920,69,1722,0x70006BA0
68960,69,1723,0x70006BB0
69000,69,1724,0x70006BC0
69040,69,1725,0x70006BD0
69080,69,1726,0x70006BE0
69120,69,1727,0x70006BF0
69160,69,1728,0x70006C00
69200,69,1729,0x70006C10
69240,69,1730,0x70006C20
69280,69,1731,0x70006C30
69320,69,1732,0x70006C40
69360,69,1733,0x70006C50
69400,69,1734,0x70006C60
69440,69,1735,0x70006C70
69480,70,1736,0x70006C80
69520,70,1737,0x70006C90
69560,70,1738,0x70006CA0
69600,70,1739,0x70006CB0
69640,70,1740,0x70006CC0
69680,70,1741,0x70006CD0
69720,70,1742,0x70006CE0
69760,70,1743,0x70006CF0
69800,70,1744,0x70006D00
69840,70,1745,0x70006D10
69880,70,1746,0x70006D20
69920,70,1747,0x70006D30
69960,70,1748,0x70006D40
70000,70,1749,0x70006D50
70040,70,1750,0x70006D60
70080,70,1751,0x70006D70
70120,70,1752,0x70006D80
70160,70,1753,0x70006D90
70200,70,1754,0x70006DA0
70240,70,1755,0x70006DB0
70280,70,1756,0x70006DC0
70320,70,1757,0x70006DD0
70360,70,1758,0x70006DE0
70400,70,1759,0x70006DF0
70440,70,1760,0x70006E00
70480,71,1761,0x70006E10
70520,71,1762,0x70006E20
70560,71,1763,0x70006E30
70600,71,1764,0x70006E40
70640,71,1765,0x70006E50
70680,71,1766,0x70006E60
70720,71,1767,0x70006E70
70760,71,1768,0x70006E80
70800,71,1769,0x70006E90
70840,71,1770,0x70006EA0
70880,71,1771,0x70006EB0
70920,71,1772,0x70006EC0
70960,71,1773,0x70006ED0
71000,71,1774,0x70006EE0
71040,71,1775,0x70006EF0
71080,71,1776,0x70006F00
71120,71,1777,0x70006F10
71160,71,1778,0x70006F20
71200,71,1779,0x70006F30
71240,71,1780,0x70006F40
71280,71,1781,0x70006F50
71320,71,1782,0x70006F60
71360,71,1783,0x70006F70
71400,71,1784,0x70006F80
71440,71,1785,0x70006F90
71480,72,1786,0x70006FA0
71520,72,1787,0x70006FB0
71560,72,1788,0x70006FC0
71600,72,1789,0x70006FD0
71640,72,1790,0x70006FE0
71680,72,1791,0x70006FF0
71720,72,1792,0x70007000
71760,72,1793,0x70007010
71800,72,1794,0x70007020
71840,72,1795,0x70007030
71880,72,1796,0x70007040
71920,72,1797,0x70007050
71960,72,1798,0x70007060
72000,72,1799,0x70007070
72040,72,1800,0x70007080
72080,72,1801,0x70007090
72120,72,1802,0x700070A0
72160,72,1803,0x700070B0
72200,72,1804,0x700070C0
72240,72,1805,0x700070D0
72280,72,1806,0x700070E0
72320,72,1807,0x700070F0
72360,72,1808,0x70007100
72400,72,1809,0x70007110
72440,72,1810,0x70007120
72480,73,1811,0x70007130
72520,73,1812,0x70007140
72560,73,1813,0x70007150
72600,73,1814,0x70007160
72640,73,1815,0x70007170
72680,73,1816,0x70007180
72720,73,1817,0x70007190
72760,73,1818,0x700071A0
72800,73,1819,0x700071B0
72840,73,1820,0x700071C0
72880,73,1821,0x700071D0
72920,73,1822,0x700071E0
72960,73,1823,0x700071F0
73000,73,1824,0x70007200
73040,73,1825,0x70007210
73080,73,1826,0x70007220
73120,73,1827,0x70007230
73160,73,1828,0x70007240
73200,73,1829,0x70007250
73240,73,1830,0x70007260
73280,73,1831,0x70007270
73320,73,1832,0x70007280
73360,73,1833,0x70007290
73400,73,1834,0x700072A0
73440,73,1835,0x700072B0
73480,74,1836,0x700072C0
73520,74,1837,0x700072D0
73560,74,1838,0x700072E0
73600,74,1839,0x700072F0
73640,74,1840,0x70007300
73680,74,1841,0x70007310
73720,74,1842,0x70007320
73760,74,1843,0x70007330
73800,74,1844,0x70007340
73840,74,1845,0x70007350
73880,74,1846,0x70007360
73920,74,1847,0x70007370
73960,74,1848,0x70007380
74000,74,1849,0x70007390
74040,74,1850,0x700073A0
74080,74,1851,0x700073B0
74120,74,1852,0x700073C0
74160,74,1853,0x700073D0
74200,74,1854,0x700073E0
74240,74,1855,0x700073F0
74280,74,1856,0x70007400
74320,74,1857,0x70007410
74360,74,1858,0x70007420
74400,74,1859,0x70007430
74440,74,1860,0x70007440
74480,75,1861,0x70007450
74520,75,1862,0x70007460
74560,75,1863,0x70007470
